Id,SalePrice
2373,251113
2374,291926
2375,252998
2376,248933
2377,298501
2378,146411
2379,190936
2380,145328
2381,149702
2382,174871
2383,222421
2384,247012
2385,146218
2386,146275
2387,130357
2388,102219
2389,135905
2390,135549
2391,130101
2392,118655
2393,160920
2394,146280
2395,205351
2396,156424
2397,188498
2398,120947
2399,71881
2400,60362
2401,123717
2402,133936
2403,147143
2404,136952
2405,151519
2406,134594
2407,128010
2408,144164
2409,140516
2410,184461
2411,118011
2412,148036
2413,143393
2414,125770
2415,153526
2416,133400
2417,123047
2418,126766
2419,147048
2420,124438
2421,148674
2422,124820
2423,108625
2424,151293
2425,175883
2426,121040
2427,123289
2428,166327
2429,116357
2430,131055
2431,125350
2432,131470
2433,140578
2434,154060
2435,158071
2436,104916
2437,120015
2438,119951
2439,121690
2440,131339
2441,107441
2442,97667
2443,117092
2444,117365
2445,76575
2446,113202
2447,180796
2448,151272
2449,109947
2450,166447
2451,126953
2452,185153
2453,87190
2454,102418
2455,96163
2456,127227
2457,122217
2458,109226
2459,118127
2460,148544
2461,125430
2462,128345
2463,125294
2464,181239
2465,136944
2466,127438
2467,149882
2468,96637
2469,103463
2470,219711
2471,240725
2472,204447
2473,119755
2474,116800
2475,251007
2476,120293
2477,130443
2478,166481
2479,126738
2480,138245
2481,131540
2482,126441
2483,121039
2484,128831
2485,123322
2486,149684
2487,174143
2488,142912
2489,139004
2490,141664
2491,89050
2492,179876
2493,122253
2494,157586
2495,99345
2496,222121
2497,152236
2498,122954
2499,85844
2500,141178
2501,146390
2502,147027
2503,117054
2504,205380
2505,209071
2506,298428
2507,395481
2508,298428
2509,227885
2510,240710
2511,191715
2512,219876
2513,206474
2514,204123
2515,145226
2516,156413
2517,129753
2518,143998
2519,216894
2520,205428
2521,191421
2522,223545
2523,138363
2524,147487
2525,144775
2526,144537
2527,127910
2528,129630
2529,127596
2530,101300
2531,231057
2532,229766
2533,202878
2534,257986
2535,305935
2536,217409
2537,222565
2538,173630
2539,183924
2540,182152
2541,176249
2542,163965
2543,127781
2544,141476
2545,131101
2546,156021
2547,146087
2548,150550
2549,163243
2550,352342
2551,145326
2552,126720
2553,90964
2554,131232
2555,106558
2556,106539
2557,120941
2558,180665
2559,150452
2560,123555
2561,131874
2562,131488
2563,135592
2564,160055
2565,115708
2566,124558
2567,131183
2568,186270
2569,182348
2570,128655
2571,178669
2572,182563
2573,266660
2574,263515
2575,126772
2576,131071
2577,151782
2578,113376
2579,74673
2580,124041
2581,136211
2582,110444
2583,246421
2584,155821
2585,175864
2586,183956
2587,197435
2588,146181
2589,144872
2590,206102
2591,221964
2592,240022
2593,240418
2594,181945
2595,227938
2596,328656
2597,196892
2598,275607
2599,324575
2600,139691
2601,144796
2602,84551
2603,84391
2604,83076
2605,88203
2606,138558
2607,169924
2608,174766
2609,158379
2610,109256
2611,156290
2612,152830
2613,127781
2614,126340
2615,153434
2616,131535
2617,144768
2618,186254
2619,259976
2620,181201
2621,185977
2622,208522
2623,254342
2624,260537
2625,325872
2626,166861
2627,182765
2628,413974
2629,468901
2630,327746
2631,442866
2632,413974
2633,299065
2634,360343
2635,145330
2636,205273
2637,153908
2638,254771
2639,179936
2640,146731
2641,120903
2642,190559
2643,125278
2644,143838
2645,104003
2646,104555
2647,102821
2648,137087
2649,137754
2650,149824
2651,153378
2652,416843
2653,266778
2654,271256
2655,331611
2656,320699
2657,318303
2658,279499
2659,297285
2660,320513
2661,284837
2662,315339
2663,283300
2664,268078
2665,307302
2666,302409
2667,174247
2668,176361
2669,182987
2670,293233
2671,176361
2672,196333
2673,202517
2674,199711
2675,177641
2676,185212
2677,188133
2678,282833
2679,265590
2680,287064
2681,431485
2682,346458
2683,509459
2684,310776
2685,350629
2686,256093
2687,266024
2688,239226
2689,215404
2690,472353
2691,183521
2692,124741
2693,193074
2694,129757
2695,190871
2696,186824
2697,199643
2698,194377
2699,173695
2700,168730
2701,156460
2702,138256
2703,142946
2704,134510
2705,132941
2706,119172
2707,129105
2708,130431
2709,116865
2710,124136
2711,270857
2712,349498
2713,170287
2714,147883
2715,174617
2716,145674
2717,169544
2718,255309
2719,154241
2720,177904
2721,145045
2722,153901
2723,139851
2724,121869
2725,138047
2726,142094
2727,155688
2728,168617
2729,151941
2730,153900
2731,117257
2732,119877
2733,168489
2734,171305
2735,131240
2736,156986
2737,126025
2738,161072
2739,151779
2740,143937
2741,147919
2742,149799
2743,143873
2744,140105
2745,131110
2746,122104
2747,147168
2748,122780
2749,125021
2750,136258
2751,121084
2752,244955
2753,149073
2754,177343
2755,133633
2756,67348
2757,67965
2758,67231
2759,161954
2760,133805
2761,150995
2762,152216
2763,194907
2764,158756
2765,258778
2766,125011
2767,91337
2768,160273
2769,142328
2770,153757
2771,120015
2772,107049
2773,129588
2774,154484
2775,134035
2776,143738
2777,162611
2778,129816
2779,111600
2780,112925
2781,108923
2782,89495
2783,98654
2784,130790
2785,155633
2786,58661
2787,117188
2788,74570
2789,222450
2790,106560
2791,132111
2792,88628
2793,161671
2794,102214
2795,125806
2796,109107
2797,219032
2798,125890
2799,114435
2800,91459
2801,110157
2802,117718
2803,201352
2804,136665
2805,95605
2806,116649
2807,165782
2808,146578
2809,133102
2810,149705
2811,167422
2812,147014
2813,184195
2814,184375
2815,112837
2816,271136
2817,141745
2818,126107
2819,162856
2820,125034
2821,115795
2822,172481
2823,223233
2824,158297
2825,131473
2826,132372
2827,152244
2828,211775
2829,176659
2830,236760
2831,187394
2832,201550
2833,245472
2834,221344
2835,227023
2836,186604
2837,143280
2838,148126
2839,180407
2840,182718
2841,202641
2842,201267
2843,145573
2844,157570
2845,130005
2846,212233
2847,206129
2848,219898
2849,218483
2850,270245
2851,243913
2852,230621
2853,214460
2854,137710
2855,184045
2856,219265
2857,184862
2858,191498
2859,123368
2860,123779
2861,149662
2862,190670
2863,121473
2864,272659
2865,145326
2866,136566
2867,97664
2868,136570
2869,130972
2870,143050
2871,112403
2872,55190
2873,96573
2874,140190
2875,127439
2876,153561
2877,148134
2878,161636
2879,134706
2880,121196
2881,141295
2882,148958
2883,168877
2884,168827
2885,162041
2886,180502
2887,110356
2888,132117
2889,62137
2890,82212
2891,145623
2892,60967
2893,125779
2894,62094
2895,269675
2896,276002
2897,195396
2898,193437
2899,253952
2900,157988
2901,188715
2902,176754
2903,322508
2904,317335
2905,117740
2906,197876
2907,120978
2908,120163
2909,155414
2910,79976
2911,84551
2912,152663
2913,82892
2914,83076
2915,83076
2916,82892
2917,149051
2918,121175
2919,229361
